,Links,Words found from Title,Words found from Description
0,https://en.wikipedia.org/wiki/Internet,['Internet'],"['information', 'interconnected', 'is', 'internet']"
1,https://www.britannica.com/technology/Internet,['Internet'],"['information', 'interconnected']"
2,https://www.techtarget.com/whatis/definition/Internet,"['is', 'Internet']","['is', 'internet']"
3,https://edu.gcfglobal.org/en/internetbasics/what-is-the-internet/1/,"['Internet', 'is', 'Internet']","['Internet', 'internet', 'is', 'interconnected', 'Internet', 'IP']"
4,https://www.techopedia.com/definition/2419/internet,"['is', 'Internet']","['internet', 'improve']"
